subject_id,workflow_id,task,reducer,data.aligned_text,data.number_views,data.consensus_score,data.consensus_text,data.gold_standard,data.user_ids,data.aggregation_version
63341195,18906,T12,text_reducer,"[['No', 'No', 'No', 'No']]",4.0,4.0,No,"[False, False, False, False]","[2000370.0, 1484814.0, 2324166.0, 2123358.0]",3.4.5
63341195,18906,T13,text_reducer,"[['Yes', 'Yes', 'Yes', 'Yes']]",4.0,4.0,Yes,"[False, False, False, False]","[2000370.0, 1484814.0, 2324166.0, 2123358.0]",3.4.5
63341195,18906,T15,text_reducer,,,,,,,3.4.5
63341196,18906,T0,text_reducer,"[['permitted', 'permitted', 'permitted', 'permitted']]",4.0,4.0,permitted,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T1,text_reducer,"[['Very', 'Very', 'very', 'Very'], ['warm', 'warm', 'warm', 'warm']]",4.0,3.5,Very warm,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T2,text_reducer,"[['-', '-', '-']]",3.0,3.0,-,"[False, False, False]","[1484814.0, nan, nan]",3.4.5
63341196,18906,T3,text_reducer,"[['Very', 'Very', 'very', 'Very'], ['warm', 'warm', 'warm', 'warm']]",4.0,3.5,Very warm,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T4,text_reducer,"[['Fair', 'Fair', 'fair', 'Fair'], ['(6.7)', '(6.7)', '(6.7)', '(6.7)']]",4.0,3.5,Fair (6.7),"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T5,text_reducer,"[['181', '181', '181', '181']]",4.0,4.0,181,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T6,text_reducer,"[['About', 'About', 'about', 'About'], ['6', '6', '', '6'], ['ft.', 'ft.', '6ft', 'ft.']]",4.0,3.0,About 6 ft.,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T7,text_reducer,"[['Very', 'Very', 'very', 'Very'], ['dirty', 'dirty', 'dirty', 'dirty']]",4.0,3.5,Very dirty,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T10,text_reducer,"[['Quite', 'Quite', 'quite', 'Quite'], ['alkaline', 'alkaline', 'alkaline', 'alkaline']]",4.0,3.5,Quite alkaline,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T11,text_reducer,"[['None', 'None', 'none', 'None'], ['observed', 'observed', 'observed', 'observed']]",4.0,3.5,None observed,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341196,18906,T12,text_reducer,,,,,,,3.4.5
63341196,18906,T13,text_reducer,,,,,,,3.4.5
63341196,18906,T15,text_reducer,"[['On', 'On', 'on', 'On'], ['State', 'State', 'state', 'State'], ['Forest', 'Forest', 'forest', 'Forest']]",4.0,3.0,On State Forest,"[False, False, False, False]","[1484814.0, 2000370.0, nan, nan]",3.4.5
63341197,18906,T0,text_reducer,"[['permitted', 'state', 'permitted', 'permitted']]",4.0,3.0,permitted,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T1,text_reducer,"[['Very', 'Very', 'Very', 'Very'], ['warm', 'warm', 'warm', 'Warm']]",4.0,3.5,Very warm,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T2,text_reducer,,,,,,,3.4.5
63341197,18906,T3,text_reducer,"[['Very', 'very', 'Very', 'Very'], ['warm', 'hollow', 'warm', 'Warm']]",4.0,2.5,Very warm,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T4,text_reducer,"[['(6.7)', '(6.7)', '(6.7)', '(6.7)'], ['Fair', 'Fair', 'Fair', 'Fair']]",4.0,4.0,(6.7) Fair,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T5,text_reducer,"[['181', '181', '181', '181']]",4.0,4.0,181,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T6,text_reducer,"[['6', '6', '6', '6'], ['feet', 'feet', 'feet', 'feet']]",4.0,4.0,6 feet,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T7,text_reducer,"[['very', 'very', 'very', 'Very'], ['dirty', 'dirty', 'dirty', 'Dirty']]",4.0,3.0,very dirty,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T10,text_reducer,"[['quite', 'quite', 'quite', 'Quite'], ['alkaline', 'alkaline', 'alkaline', 'Alkaline']]",4.0,3.0,quite alkaline,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T11,text_reducer,"[['No', 'no', 'No', 'no']]",4.0,2.0,No,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341197,18906,T12,text_reducer,,,,,,,3.4.5
63341197,18906,T13,text_reducer,,,,,,,3.4.5
63341197,18906,T15,text_reducer,"[['Part', 'part', 'Part', 'Part'], ['of', 'of', 'of', 'of'], ['State', 'state', 'State', 'State'], ['Forest', 'forest', 'Forest', 'Forest'], ['&', '&', '&', '&'], ['Game', 'Game', 'Game', 'Game'], ['Refuge', 'Refuse', 'Reserve', 'Refuge']]",4.0,3.2857142857142856,Part of State Forest & Game Refuge,"[False, False, False, False]","[2295748.0, 2329512.0, 2000370.0, 1969631.0]",3.4.5
63341198,18906,T0,text_reducer,"[['Permitted.', 'Permitted', 'Permitted', 'Permitted']]",4.0,3.0,Permitted,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T1,text_reducer,"[['70*', '70*', '70*', '70*']]",4.0,4.0,70*,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T2,text_reducer,"[['56-44', '56-44', '56-44', '56-44'], ['(6', '(6', '(6', '(6'], ['to', 'to', 'to', 'to'], ['8', '8', '8', '8'], ['meters)', 'meters)', 'meters)', 'meters)']]",4.0,4.0,56-44 (6 to 8 meters),"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T3,text_reducer,"[['42', '42', '42', '42'], ['cold', 'cold', 'cold', 'cold']]",4.0,4.0,42 cold,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T4,text_reducer,"[['(2.3', '(2.3', '(2.3', '(2.3'], ['at', 'at', 'at', 'at'], ['19m.:', '19m.;', '19m.;', '19'], ['', '', '', 'm.;'], ['6.0', '6.0', '6.0', '6.0'], ['at', 'at', 'at', 'at'], ['10', '10', '10', '10'], ['m.:', 'm.;', 'm.;', 'm.;'], ['8.7', '5.7', '8.7', '8.7'], ['suface)', 'surface)', 'surface)', 'surface)'], ['Fairly', 'Farily', 'Fairly', 'Fairly'], ['high', 'high', 'high', 'high'], ['except', 'except', 'except', 'except'], ['near', 'near', 'near', 'near'], ['bottom', 'bottom', 'bottom.', 'bottom.']]",4.0,3.2666666666666666,(2.3 at 19m.; m.; 6.0 at 10 m.; 8.7 surface) Fairly high except near bottom,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T5,text_reducer,"[['6.0', '6.0', '6.0', '6.0']]",4.0,4.0,6.0,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T6,text_reducer,"[['20', '20', '20', '20'], ['meters', 'meters', 'meters', 'meters']]",4.0,4.0,20 meters,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T7,text_reducer,"[['clear', 'clear', 'clear']]",3.0,3.0,clear,"[False, False, False]","[1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T10,text_reducer,"[['Quite', 'Quite', 'Quite', 'Quite'], ['alk.', 'alk.', 'alk.', 'alk.'], ['(Ave.', '(Ave.', '(Ave.', '(Ave.'], ['8)', '8)', '8)', '8)']]",4.0,4.0,Quite alk. (Ave. 8),"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T11,text_reducer,"[['', '(see', '(see', '(see'], ['', 'back)', 'back)', 'back)'], ['', '(over)', '', ''], ['', '11.', '', ''], ['creek', 'creek', '', 'creek'], ['dammed', 'dammed', '', 'dammed'], ['several', 'several', '', 'several'], ['places', 'places', '', 'places'], ['far', 'far', '', 'far'], ['below', 'below', '', 'below'], ['lake', 'lake', '', 'lake'], ['by', 'by', '', 'by'], ['beaver:', 'beaver:', '', 'beaver:'], ['These', 'These', '', 'These'], ['do', 'do', '', 'do'], ['not', 'not', '', 'not'], ['affect', 'affect', '', 'affect'], ['water', 'water', '', 'water'], ['level.', 'level.', '', 'level.'], ['Lake', 'Lake', '', 'Lake'], ['ordinarily', 'ordinarily', '', 'ordinarily'], ['not', 'not', '', 'not'], ['connected', 'connected', '', 'connected'], ['with', 'with', '', 'with'], ['stream.', 'stream.', '', 'stream.']]",4.0,2.84,(see back) (over) 11. creek dammed several places far below lake by beaver: These do not affect water level. Lake ordinarily not connected with stream.,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T12,text_reducer,,,,,,,3.4.5
63341198,18906,T13,text_reducer,"[['no', 'no', 'no', 'no']]",4.0,4.0,no,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341198,18906,T15,text_reducer,"[['none', 'None', 'None', 'None'], ['', '-', '', '']]",4.0,2.0,None -,"[False, False, False, False]","[2328886.0, 1987828.0, 2017299.0, 2000370.0]",3.4.5
63341199,18906,T0,text_reducer,"[['Permitted', 'Permitted', 'Permitted', 'Permitted']]",4.0,4.0,Permitted,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T1,text_reducer,"[['70*', '70*', '70*', '70*']]",4.0,4.0,70*,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T2,text_reducer,"[['56-44', '56-44', '56-44', '56-44'], ['(6', '(6', '(6', '(6'], ['to', 'to', 'to', 'to'], ['8', '8', '8', '8'], ['meters)', 'meters)', 'meters)', 'meters)']]",4.0,4.0,56-44 (6 to 8 meters),"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T3,text_reducer,"[['42', '42', '42', '42'], ['cold', 'cold', 'cold', 'cold']]",4.0,4.0,42 cold,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T4,text_reducer,"[['(2.3', '(2.3', '(2.3', '(2.3'], ['at', 'at', 'at', 'at'], ['19', '19m.;', '19m;', '19m.;'], ['m.:', '', '', ''], ['6.0', '6.0', '6.0', '6.0'], ['at', 'at', 'at', 'at'], ['10', '10m;', '10m;', '10m;'], ['m.:', '', '', ''], ['8.7', '8.7', '8.7', '8.7'], ['surface)', 'surface)', 'surface)', 'surface)'], ['', 'Fairly', 'Fairly', 'Fairly'], ['', 'high', 'high', 'high'], ['', 'except', 'except', 'except'], ['', 'near', 'near', 'near'], ['', 'bottom.', 'bottom', 'bottom']]",4.0,3.0,(2.3 at 19m.; m.: 6.0 at 10m; m.: 8.7 surface) Fairly high except near bottom,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T5,text_reducer,"[['6.0', '6.0', '6.0', '6.0']]",4.0,4.0,6.0,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T6,text_reducer,"[['20', '20', '20', '20'], ['meters', 'meters', 'meters', 'meters']]",4.0,4.0,20 meters,"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T7,text_reducer,"[['clear', 'clear', 'clear']]",3.0,3.0,clear,"[False, False, False]","[1953566.0, 1484814.0, nan]",3.4.5
63341199,18906,T10,text_reducer,"[['Quite', 'Quite', 'Quite', 'Quite'], ['alk.', 'alk.', 'alk.', 'alk.'], ['(Ave.', '(Ave.', '(Ave.', '(Ave.'], ['8)', '8)', '8)', '8)']]",4.0,4.0,Quite alk. (Ave. 8),"[False, False, False, False]","[2000370.0, 1953566.0, 1484814.0, nan]",3.4.5
